caseID;taskID;originator;eventtype;timestamp;defectType;phoneType;numberRepairs;defectFixed;
544;Repair (Simple);SolverS2;complete;12-01-1970 00:02:00;;;;;
544;Test Repair;Tester4;start;12-01-1970 00:02:00;;;;;
544;Test Repair;Tester4;complete;12-01-1970 00:10:00;;;3;true;
544;Archive Repair;System;complete;12-01-1970 00:19:00;;;3;true;
545;Register;System;complete;12-01-1970 06:24:00;;;;;
545;Analyze Defect;Tester5;start;12-01-1970 06:24:00;;;;;
545;Analyze Defect;Tester5;complete;12-01-1970 06:31:00;1;T3;;;
545;Repair (Simple);SolverS3;start;12-01-1970 06:33:00;;;;;
545;Repair (Simple);SolverS3;complete;12-01-1970 06:51:00;;;;;
545;Test Repair;Tester1;start;12-01-1970 06:51:00;;;;;
545;Inform User;System;complete;12-01-1970 06:57:00;;;;;
545;Test Repair;Tester1;complete;12-01-1970 06:58:00;;;1;true;
545;Archive Repair;System;complete;12-01-1970 07:07:00;;;1;true;
546;Register;System;complete;13-01-1970 03:52:00;;;;;
546;Analyze Defect;Tester2;start;13-01-1970 03:52:00;;;;;
546;Analyze Defect;Tester2;complete;13-01-1970 04:00:00;7;T1;;;
546;Repair (Complex);SolverC1;start;13-01-1970 04:19:00;;;;;
546;Inform User;System;complete;13-01-1970 04:24:00;;;;;
546;Repair (Complex);SolverC1;complete;13-01-1970 04:30:00;;;;;
546;Test Repair;Tester4;start;13-01-1970 04:30:00;;;;;
546;Test Repair;Tester4;complete;13-01-1970 04:35:00;;;0;true;
546;Archive Repair;System;complete;13-01-1970 04:43:00;;;0;true;
547;Register;System;complete;13-01-1970 11:13:00;;;;;
547;Analyze Defect;Tester1;start;13-01-1970 11:13:00;;;;;
547;Analyze Defect;Tester1;complete;13-01-1970 11:20:00;5;T1;;;
547;Repair (Complex);SolverC1;start;13-01-1970 11:43:00;;;;;
547;Repair (Complex);SolverC1;complete;13-01-1970 11:53:00;;;;;
547;Test Repair;Tester5;start;13-01-1970 11:53:00;;;;;
547;Inform User;System;complete;13-01-1970 11:59:00;;;;;
547;Test Repair;Tester5;complete;13-01-1970 12:03:00;;;0;true;
547;Archive Repair;System;complete;13-01-1970 12:13:00;;;0;true;
548;Register;System;complete;12-01-1970 06:19:00;;;;;
548;Analyze Defect;Tester6;start;12-01-1970 06:19:00;;;;;
548;Analyze Defect;Tester6;complete;12-01-1970 06:28:00;9;T1;;;
548;Repair (Complex);SolverC3;start;12-01-1970 06:55:00;;;;;
548;Inform User;System;complete;12-01-1970 07:05:00;;;;;
548;Repair (Complex);SolverC3;complete;12-01-1970 07:45:00;;;;;
548;Test Repair;Tester2;start;12-01-1970 07:45:00;;;;;
548;Test Repair;Tester2;complete;12-01-1970 07:51:00;;;0;true;
548;Archive Repair;System;complete;12-01-1970 07:56:00;;;0;true;
549;Register;System;complete;13-01-1970 13:10:00;;;;;
549;Analyze Defect;Tester2;start;13-01-1970 13:10:00;;;;;
549;Analyze Defect;Tester2;complete;13-01-1970 13:18:00;4;T1;;;
549;Repair (Simple);SolverS1;start;13-01-1970 13:30:00;;;;;
549;Repair (Simple);SolverS1;complete;13-01-1970 13:35:00;;;;;
549;Test Repair;Tester3;start;13-01-1970 13:35:00;;;;;
549;Test Repair;Tester3;complete;13-01-1970 13:40:00;;;1;false;
549;Restart Repair;System;complete;13-01-1970 13:46:00;;;;;
549;Repair (Simple);SolverS3;start;13-01-1970 13:46:00;;;;;
549;Inform User;System;complete;13-01-1970 13:58:00;;;;;
549;Repair (Simple);SolverS3;complete;13-01-1970 14:00:00;;;;;
549;Test Repair;Tester6;start;13-01-1970 14:00:00;;;;;
549;Test Repair;Tester6;complete;13-01-1970 14:08:00;;;2;true;
549;Archive Repair;System;complete;13-01-1970 14:13:00;;;2;true;
55;Register;System;complete;03-01-1970 02:24:00;;;;;
55;Analyze Defect;Tester1;start;03-01-1970 02:24:00;;;;;
55;Analyze Defect;Tester1;complete;03-01-1970 02:31:00;4;T1;;;
55;Inform User;System;complete;03-01-1970 02:49:00;;;;;
55;Repair (Simple);SolverS1;start;03-01-1970 03:01:00;;;;;
55;Repair (Simple);SolverS1;complete;03-01-1970 03:08:00;;;;;
55;Test Repair;Tester1;start;03-01-1970 03:08:00;;;;;
55;Test Repair;Tester1;complete;03-01-1970 03:17:00;;;1;false;
55;Restart Repair;System;complete;03-01-1970 03:27:00;;;;;
55;Repair (Simple);SolverS3;start;03-01-1970 03:27:00;;;;;
55;Repair (Simple);SolverS3;complete;03-01-1970 03:45:00;;;;;
55;Test Repair;Tester5;start;03-01-1970 03:45:00;;;;;
55;Test Repair;Tester5;complete;03-01-1970 03:51:00;;;2;true;
55;Archive Repair;System;complete;03-01-1970 04:01:00;;;2;true;
550;Register;System;complete;13-01-1970 05:22:00;;;;;
550;Analyze Defect;Tester3;start;13-01-1970 05:22:00;;;;;
550;Analyze Defect;Tester3;complete;13-01-1970 05:31:00;2;T3;;;
550;Repair (Simple);SolverS2;start;13-01-1970 05:40:00;;;;;
550;Repair (Simple);SolverS2;complete;13-01-1970 05:50:00;;;;;
550;Test Repair;Tester2;start;13-01-1970 05:50:00;;;;;
550;Test Repair;Tester2;complete;13-01-1970 05:55:00;;;1;true;
550;Inform User;System;complete;13-01-1970 06:20:00;;;;;
550;Archive Repair;System;complete;13-01-1970 06:20:00;;;1;true;
551;Register;System;complete;13-01-1970 05:12:00;;;;;
551;Analyze Defect;Tester3;start;13-01-1970 05:12:00;;;;;
551;Analyze Defect;Tester3;complete;13-01-1970 05:21:00;10;T1;;;
551;Repair (Complex);SolverC2;start;13-01-1970 05:34:00;;;;;
551;Inform User;System;complete;13-01-1970 05:50:00;;;;;
551;Repair (Complex);SolverC2;complete;13-01-1970 05:53:00;;;;;
551;Test Repair;Tester5;start;13-01-1970 05:53:00;;;;;
551;Test Repair;Tester5;complete;13-01-1970 06:01:00;;;0;false;
551;Restart Repair;System;complete;13-01-1970 06:11:00;;;;;
551;Repair (Complex);SolverC2;start;13-01-1970 06:11:00;;;;;
551;Repair (Complex);SolverC2;complete;13-01-1970 06:22:00;;;;;
551;Test Repair;Tester5;start;13-01-1970 06:22:00;;;;;
551;Test Repair;Tester5;complete;13-01-1970 06:27:00;;;0;false;
551;Restart Repair;System;complete;13-01-1970 06:36:00;;;;;
551;Repair (Complex);SolverC2;start;13-01-1970 06:36:00;;;;;
551;Repair (Complex);SolverC2;complete;13-01-1970 06:46:00;;;;;
551;Test Repair;Tester4;start;13-01-1970 06:46:00;;;;;
551;Test Repair;Tester4;complete;13-01-1970 06:52:00;;;0;false;
551;Restart Repair;System;complete;13-01-1970 06:58:00;;;;;
551;Repair (Complex);SolverC1;start;13-01-1970 06:58:00;;;;;
551;Repair (Complex);SolverC1;complete;13-01-1970 07:13:00;;;;;
551;Test Repair;Tester6;start;13-01-1970 07:13:00;;;;;
551;Test Repair;Tester6;complete;13-01-1970 07:22:00;;;0;true;
551;Archive Repair;System;complete;13-01-1970 07:29:00;;;0;true;
552;Register;System;complete;13-01-1970 14:35:00;;;;;
552;Analyze Defect;Tester1;start;13-01-1970 14:35:00;;;;;
552;Analyze Defect;Tester1;complete;13-01-1970 14:43:00;7;T3;;;
552;Repair (Complex);SolverC2;start;13-01-1970 14:53:00;;;;;
552;Repair (Complex);SolverC2;complete;13-01-1970 15:12:00;;;;;
552;Test Repair;Tester3;start;13-01-1970 15:12:00;;;;;
552;Test Repair;Tester3;complete;13-01-1970 15:21:00;;;0;true;
552;Inform User;System;complete;13-01-1970 15:30:00;;;;;
552;Archive Repair;System;complete;13-01-1970 15:31:00;;;0;true;
553;Register;System;complete;12-01-1970 06:46:00;;;;;
553;Analyze Defect;Tester6;start;12-01-1970 06:46:00;;;;;
553;Analyze Defect;Tester6;complete;12-01-1970 06:56:00;8;T3;;;
553;Repair (Complex);SolverC2;start;12-01-1970 07:04:00;;;;;
553;Repair (Complex);SolverC2;complete;12-01-1970 07:17:00;;;;;
553;Test Repair;Tester5;start;12-01-1970 07:17:00;;;;;
553;Inform User;System;complete;12-01-1970 07:19:00;;;;;
553;Test Repair;Tester5;complete;12-01-1970 07:24:00;;;0;true;
553;Archive Repair;System;complete;12-01-1970 07:29:00;;;0;true;
554;Register;System;complete;12-01-1970 14:10:00;;;;;
554;Analyze Defect;Tester6;start;12-01-1970 14:10:00;;;;;
554;Analyze Defect;Tester6;complete;12-01-1970 14:17:00;5;T3;;;
554;Repair (Complex);SolverC3;start;12-01-1970 14:46:00;;;;;
554;Inform User;System;complete;12-01-1970 14:59:00;;;;;
554;Repair (Complex);SolverC3;complete;12-01-1970 15:35:00;;;;;
554;Test Repair;Tester1;start;12-01-1970 15:35:00;;;;;
554;Test Repair;Tester1;complete;12-01-1970 15:40:00;;;0;true;
554;Archive Repair;System;complete;12-01-1970 15:47:00;;;0;true;
555;Register;System;complete;13-01-1970 06:30:00;;;;;
555;Analyze Defect;Tester4;start;13-01-1970 06:30:00;;;;;
555;Analyze Defect;Tester4;complete;13-01-1970 06:37:00;10;T1;;;
555;Repair (Complex);SolverC3;start;13-01-1970 06:42:00;;;;;
555;Inform User;System;complete;13-01-1970 07:13:00;;;;;
555;Repair (Complex);SolverC3;complete;13-01-1970 07:30:00;;;;;
555;Test Repair;Tester6;start;13-01-1970 07:30:00;;;;;
555;Test Repair;Tester6;complete;13-01-1970 07:38:00;;;0;true;
555;Archive Repair;System;complete;13-01-1970 07:47:00;;;0;true;
556;Register;System;complete;13-01-1970 01:40:00;;;;;
556;Analyze Defect;Tester2;start;13-01-1970 01:40:00;;;;;
556;Analyze Defect;Tester2;complete;13-01-1970 01:48:00;5;T3;;;
556;Repair (Complex);SolverC3;start;13-01-1970 01:59:00;;;;;
556;Inform User;System;complete;13-01-1970 02:15:00;;;;;
556;Repair (Complex);SolverC3;complete;13-01-1970 02:41:00;;;;;
556;Test Repair;Tester5;start;13-01-1970 02:41:00;;;;;
556;Test Repair;Tester5;complete;13-01-1970 02:51:00;;;0;true;
556;Archive Repair;System;complete;13-01-1970 03:00:00;;;0;true;
557;Register;System;complete;13-01-1970 06:40:00;;;;;
557;Analyze Defect;Tester5;start;13-01-1970 06:40:00;;;;;
557;Analyze Defect;Tester5;complete;13-01-1970 06:49:00;3;T2;;;
557;Repair (Simple);SolverS1;start;13-01-1970 06:52:00;;;;;
557;Repair (Simple);SolverS1;complete;13-01-1970 06:57:00;;;;;
557;Test Repair;Tester6;start;13-01-1970 06:57:00;;;;;
557;Test Repair;Tester6;complete;13-01-1970 07:07:00;;;1;false;
557;Restart Repair;System;complete;13-01-1970 07:15:00;;;;;
557;Repair (Simple);SolverS3;start;13-01-1970 07:15:00;;;;;
557;Inform User;System;complete;13-01-1970 07:21:00;;;;;
557;Repair (Simple);SolverS3;complete;13-01-1970 07:35:00;;;;;
557;Test Repair;Tester4;start;13-01-1970 07:35:00;;;;;
557;Test Repair;Tester4;complete;13-01-1970 07:41:00;;;2;true;
557;Archive Repair;System;complete;13-01-1970 07:49:00;;;2;true;
558;Register;System;complete;13-01-1970 15:04:00;;;;;
558;Analyze Defect;Tester4;start;13-01-1970 15:04:00;;;;;
558;Analyze Defect;Tester4;complete;13-01-1970 15:13:00;2;T2;;;
558;Repair (Simple);SolverS3;start;13-01-1970 15:36:00;;;;;
558;Inform User;System;complete;13-01-1970 15:48:00;;;;;
558;Repair (Simple);SolverS3;complete;13-01-1970 15:55:00;;;;;
558;Test Repair;Tester3;start;13-01-1970 15:55:00;;;;;
558;Test Repair;Tester3;complete;13-01-1970 16:04:00;;;1;true;
558;Archive Repair;System;complete;13-01-1970 16:09:00;;;1;true;
559;Register;System;complete;13-01-1970 10:46:00;;;;;
559;Analyze Defect;Tester3;start;13-01-1970 10:46:00;;;;;
559;Analyze Defect;Tester3;complete;13-01-1970 10:53:00;8;T2;;;
559;Repair (Complex);SolverC2;start;13-01-1970 10:55:00;;;;;
559;Repair (Complex);SolverC2;complete;13-01-1970 11:12:00;;;;;
559;Test Repair;Tester6;start;13-01-1970 11:12:00;;;;;
559;Test Repair;Tester6;complete;13-01-1970 11:20:00;;;0;true;
559;Inform User;System;complete;13-01-1970 11:40:00;;;;;
559;Archive Repair;System;complete;13-01-1970 11:40:00;;;0;true;
56;Register;System;complete;03-01-1970 01:08:00;;;;;
56;Analyze Defect;Tester1;start;03-01-1970 01:08:00;;;;;
56;Analyze Defect;Tester1;complete;03-01-1970 01:16:00;3;T3;;;
56;Repair (Simple);SolverS2;start;03-01-1970 01:29:00;;;;;
56;Repair (Simple);SolverS2;complete;03-01-1970 01:35:00;;;;;
56;Test Repair;Tester1;start;03-01-1970 01:35:00;;;;;
56;Inform User;System;complete;03-01-1970 01:39:00;;;;;
56;Test Repair;Tester1;complete;03-01-1970 01:43:00;;;1;true;
56;Archive Repair;System;complete;03-01-1970 01:52:00;;;1;true;
560;Register;System;complete;13-01-1970 06:31:00;;;;;
560;Analyze Defect;Tester3;start;13-01-1970 06:31:00;;;;;
560;Analyze Defect;Tester3;complete;13-01-1970 06:39:00;7;T1;;;
560;Repair (Complex);SolverC2;start;13-01-1970 07:04:00;;;;;
560;Inform User;System;complete;13-01-1970 07:13:00;;;;;
560;Repair (Complex);SolverC2;complete;13-01-1970 07:22:00;;;;;
560;Test Repair;Tester6;start;13-01-1970 07:22:00;;;;;
560;Test Repair;Tester6;complete;13-01-1970 07:28:00;;;0;true;
560;Archive Repair;System;complete;13-01-1970 07:38:00;;;0;true;
561;Register;System;complete;12-01-1970 23:52:00;;;;;
561;Analyze Defect;Tester3;start;12-01-1970 23:52:00;;;;;
561;Analyze Defect;Tester3;complete;12-01-1970 23:58:00;8;T1;;;
561;Repair (Complex);SolverC3;start;12-01-1970 23:59:00;;;;;
561;Inform User;System;complete;13-01-1970 00:40:00;;;;;
561;Repair (Complex);SolverC3;complete;13-01-1970 00:43:00;;;;;
561;Test Repair;Tester2;start;13-01-1970 00:43:00;;;;;
561;Test Repair;Tester2;complete;13-01-1970 00:52:00;;;0;true;
561;Archive Repair;System;complete;13-01-1970 00:58:00;;;0;true;
562;Register;System;complete;13-01-1970 18:36:00;;;;;
562;Analyze Defect;Tester1;start;13-01-1970 18:36:00;;;;;
562;Analyze Defect;Tester1;complete;13-01-1970 18:46:00;9;T3;;;
562;Repair (Complex);SolverC2;start;13-01-1970 18:59:00;;;;;
562;Repair (Complex);SolverC2;complete;13-01-1970 19:18:00;;;;;
562;Test Repair;Tester4;start;13-01-1970 19:18:00;;;;;
562;Test Repair;Tester4;complete;13-01-1970 19:27:00;;;0;true;
562;Inform User;System;complete;13-01-1970 19:30:00;;;;;
562;Archive Repair;System;complete;13-01-1970 19:33:00;;;0;true;
563;Register;System;complete;13-01-1970 09:58:00;;;;;
563;Analyze Defect;Tester5;start;13-01-1970 09:58:00;;;;;
563;Analyze Defect;Tester5;complete;13-01-1970 10:06:00;10;T2;;;
563;Repair (Complex);SolverC3;start;13-01-1970 10:30:00;;;;;
563;Inform User;System;complete;13-01-1970 10:36:00;;;;;
563;Repair (Complex);SolverC3;complete;13-01-1970 11:18:00;;;;;
563;Test Repair;Tester4;start;13-01-1970 11:18:00;;;;;
563;Test Repair;Tester4;complete;13-01-1970 11:27:00;;;0;true;
563;Archive Repair;System;complete;13-01-1970 11:36:00;;;0;true;
564;Register;System;complete;13-01-1970 13:32:00;;;;;
564;Analyze Defect;Tester5;start;13-01-1970 13:32:00;;;;;
564;Analyze Defect;Tester5;complete;13-01-1970 13:39:00;5;T1;;;
564;Repair (Complex);SolverC1;start;13-01-1970 13:42:00;;;;;
564;Repair (Complex);SolverC1;complete;13-01-1970 13:57:00;;;;;
564;Test Repair;Tester4;start;13-01-1970 13:57:00;;;;;
564;Test Repair;Tester4;complete;13-01-1970 14:05:00;;;0;true;
564;Inform User;System;complete;13-01-1970 14:23:00;;;;;
564;Archive Repair;System;complete;13-01-1970 14:23:00;;;0;true;
565;Register;System;complete;13-01-1970 15:44:00;;;;;
565;Analyze Defect;Tester1;start;13-01-1970 15:44:00;;;;;
565;Analyze Defect;Tester1;complete;13-01-1970 15:50:00;10;T2;;;
565;Repair (Complex);SolverC2;start;13-01-1970 16:01:00;;;;;
565;Inform User;System;complete;13-01-1970 16:09:00;;;;;
565;Repair (Complex);SolverC2;complete;13-01-1970 16:14:00;;;;;
565;Test Repair;Tester3;start;13-01-1970 16:14:00;;;;;
565;Test Repair;Tester3;complete;13-01-1970 16:20:00;;;0;false;
565;Restart Repair;System;complete;13-01-1970 16:27:00;;;;;
565;Repair (Complex);SolverC3;start;13-01-1970 16:27:00;;;;;
565;Repair (Complex);SolverC3;complete;13-01-1970 17:10:00;;;;;
565;Test Repair;Tester5;start;13-01-1970 17:10:00;;;;;
565;Test Repair;Tester5;complete;13-01-1970 17:15:00;;;0;true;
565;Archive Repair;System;complete;13-01-1970 17:21:00;;;0;true;
566;Register;System;complete;13-01-1970 02:13:00;;;;;
566;Analyze Defect;Tester5;start;13-01-1970 02:13:00;;;;;
566;Analyze Defect;Tester5;complete;13-01-1970 02:20:00;8;T2;;;
566;Repair (Complex);SolverC1;start;13-01-1970 02:31:00;;;;;
566;Repair (Complex);SolverC1;complete;13-01-1970 02:49:00;;;;;
566;Test Repair;Tester1;start;13-01-1970 02:49:00;;;;;
566;Test Repair;Tester1;complete;13-01-1970 02:59:00;;;0;true;
566;Inform User;System;complete;13-01-1970 03:02:00;;;;;
566;Archive Repair;System;complete;13-01-1970 03:07:00;;;0;true;
567;Register;System;complete;13-01-1970 14:03:00;;;;;
567;Analyze Defect;Tester3;start;13-01-1970 14:03:00;;;;;
567;Analyze Defect;Tester3;complete;13-01-1970 14:08:00;8;T2;;;
567;Repair (Complex);SolverC3;start;13-01-1970 14:22:00;;;;;
567;Inform User;System;complete;13-01-1970 14:46:00;;;;;
567;Repair (Complex);SolverC3;complete;13-01-1970 15:08:00;;;;;
567;Test Repair;Tester1;start;13-01-1970 15:08:00;;;;;
567;Test Repair;Tester1;complete;13-01-1970 15:18:00;;;0;true;
567;Archive Repair;System;complete;13-01-1970 15:26:00;;;0;true;
568;Register;System;complete;12-01-1970 21:36:00;;;;;
568;Analyze Defect;Tester3;start;12-01-1970 21:36:00;;;;;
568;Analyze Defect;Tester3;complete;12-01-1970 21:46:00;7;T2;;;
568;Inform User;System;complete;12-01-1970 22:01:00;;;;;
568;Repair (Complex);SolverC1;start;12-01-1970 22:06:00;;;;;
568;Repair (Complex);SolverC1;complete;12-01-1970 22:26:00;;;;;
568;Test Repair;Tester2;start;12-01-1970 22:26:00;;;;;
568;Test Repair;Tester2;complete;12-01-1970 22:32:00;;;0;true;
568;Archive Repair;System;complete;12-01-1970 22:38:00;;;0;true;
569;Register;System;complete;12-01-1970 17:41:00;;;;;
569;Analyze Defect;Tester5;start;12-01-1970 17:41:00;;;;;
569;Analyze Defect;Tester5;complete;12-01-1970 17:51:00;7;T3;;;
569;Repair (Complex);SolverC1;start;12-01-1970 17:57:00;;;;;
569;Repair (Complex);SolverC1;complete;12-01-1970 18:07:00;;;;;
569;Inform User;System;complete;12-01-1970 18:07:00;;;;;
569;Test Repair;Tester3;start;12-01-1970 18:07:00;;;;;
569;Test Repair;Tester3;complete;12-01-1970 18:17:00;;;0;true;
569;Archive Repair;System;complete;12-01-1970 18:25:00;;;0;true;
57;Register;System;complete;02-01-1970 09:32:00;;;;;
57;Analyze Defect;Tester6;start;02-01-1970 09:32:00;;;;;
57;Analyze Defect;Tester6;complete;02-01-1970 09:41:00;10;T1;;;
57;Inform User;System;complete;02-01-1970 09:56:00;;;;;
57;Repair (Complex);SolverC1;start;02-01-1970 09:56:00;;;;;
57;Repair (Complex);SolverC1;complete;02-01-1970 10:14:00;;;;;
57;Test Repair;Tester6;start;02-01-1970 10:14:00;;;;;
57;Test Repair;Tester6;complete;02-01-1970 10:21:00;;;0;true;
57;Archive Repair;System;complete;02-01-1970 10:30:00;;;0;true;
570;Register;System;complete;13-01-1970 01:05:00;;;;;
570;Analyze Defect;Tester1;start;13-01-1970 01:05:00;;;;;
570;Analyze Defect;Tester1;complete;13-01-1970 01:15:00;7;T2;;;
570;Repair (Complex);SolverC1;start;13-01-1970 01:19:00;;;;;
570;Repair (Complex);SolverC1;complete;13-01-1970 01:33:00;;;;;
570;Test Repair;Tester5;start;13-01-1970 01:33:00;;;;;
570;Inform User;System;complete;13-01-1970 01:38:00;;;;;
570;Test Repair;Tester5;complete;13-01-1970 01:40:00;;;0;true;
570;Archive Repair;System;complete;13-01-1970 01:46:00;;;0;true;
571;Register;System;complete;12-01-1970 20:23:00;;;;;
571;Analyze Defect;Tester5;start;12-01-1970 20:23:00;;;;;
571;Analyze Defect;Tester5;complete;12-01-1970 20:30:00;1;T3;;;
571;Repair (Simple);SolverS3;start;12-01-1970 20:32:00;;;;;
571;Repair (Simple);SolverS3;complete;12-01-1970 20:52:00;;;;;
571;Test Repair;Tester5;start;12-01-1970 20:52:00;;;;;
571;Test Repair;Tester5;complete;12-01-1970 20:59:00;;;1;true;
571;Inform User;System;complete;12-01-1970 21:16:00;;;;;
571;Archive Repair;System;complete;12-01-1970 21:16:00;;;1;true;
572;Register;System;complete;13-01-1970 20:40:00;;;;;
572;Analyze Defect;Tester6;start;13-01-1970 20:40:00;;;;;
572;Analyze Defect;Tester6;complete;13-01-1970 20:49:00;9;T1;;;
572;Repair (Complex);SolverC2;start;13-01-1970 21:02:00;;;;;
572;Inform User;System;complete;13-01-1970 21:13:00;;;;;
572;Repair (Complex);SolverC2;complete;13-01-1970 21:15:00;;;;;
572;Test Repair;Tester5;start;13-01-1970 21:15:00;;;;;
572;Test Repair;Tester5;complete;13-01-1970 21:21:00;;;0;true;
572;Archive Repair;System;complete;13-01-1970 21:30:00;;;0;true;
573;Register;System;complete;12-01-1970 20:34:00;;;;;
573;Analyze Defect;Tester3;start;12-01-1970 20:34:00;;;;;
573;Analyze Defect;Tester3;complete;12-01-1970 20:41:00;1;T1;;;
573;Inform User;System;complete;12-01-1970 21:01:00;;;;;
573;Repair (Simple);SolverS1;start;12-01-1970 21:03:00;;;;;
573;Repair (Simple);SolverS1;complete;12-01-1970 21:08:00;;;;;
573;Test Repair;Tester6;start;12-01-1970 21:08:00;;;;;
573;Test Repair;Tester6;complete;12-01-1970 21:14:00;;;1;false;
573;Restart Repair;System;complete;12-01-1970 21:19:00;;;;;
573;Repair (Simple);SolverS2;start;12-01-1970 21:19:00;;;;;
573;Repair (Simple);SolverS2;complete;12-01-1970 21:30:00;;;;;
573;Test Repair;Tester6;start;12-01-1970 21:30:00;;;;;
573;Test Repair;Tester6;complete;12-01-1970 21:39:00;;;2;true;
573;Archive Repair;System;complete;12-01-1970 21:47:00;;;2;true;
574;Register;System;complete;12-01-1970 13:21:00;;;;;
574;Analyze Defect;Tester5;start;12-01-1970 13:21:00;;;;;
574;Analyze Defect;Tester5;complete;12-01-1970 13:30:00;6;T1;;;
574;Repair (Complex);SolverC2;start;12-01-1970 13:51:00;;;;;
574;Inform User;System;complete;12-01-1970 14:04:00;;;;;
574;Repair (Complex);SolverC2;complete;12-01-1970 14:08:00;;;;;
574;Test Repair;Tester3;start;12-01-1970 14:08:00;;;;;
574;Test Repair;Tester3;complete;12-01-1970 14:17:00;;;0;true;
574;Archive Repair;System;complete;12-01-1970 14:26:00;;;0;true;
575;Register;System;complete;13-01-1970 08:09:00;;;;;
575;Analyze Defect;Tester1;start;13-01-1970 08:09:00;;;;;
575;Analyze Defect;Tester1;complete;13-01-1970 08:18:00;9;T2;;;
575;Repair (Complex);SolverC2;start;13-01-1970 08:36:00;;;;;
575;Inform User;System;complete;13-01-1970 08:40:00;;;;;
575;Repair (Complex);SolverC2;complete;13-01-1970 08:46:00;;;;;
575;Test Repair;Tester5;start;13-01-1970 08:46:00;;;;;
575;Test Repair;Tester5;complete;13-01-1970 08:51:00;;;0;false;
575;Restart Repair;System;complete;13-01-1970 08:56:00;;;;;
575;Repair (Complex);SolverC1;start;13-01-1970 08:56:00;;;;;
575;Repair (Complex);SolverC1;complete;13-01-1970 09:09:00;;;;;
575;Test Repair;Tester5;start;13-01-1970 09:09:00;;;;;
575;Test Repair;Tester5;complete;13-01-1970 09:15:00;;;0;true;
575;Archive Repair;System;complete;13-01-1970 09:24:00;;;0;true;
576;Register;System;complete;12-01-1970 19:45:00;;;;;
576;Analyze Defect;Tester1;start;12-01-1970 19:45:00;;;;;
576;Analyze Defect;Tester1;complete;12-01-1970 19:51:00;10;T3;;;
576;Repair (Complex);SolverC2;start;12-01-1970 19:54:00;;;;;
576;Repair (Complex);SolverC2;complete;12-01-1970 20:08:00;;;;;
576;Test Repair;Tester5;start;12-01-1970 20:08:00;;;;;
576;Test Repair;Tester5;complete;12-01-1970 20:16:00;;;0;false;
576;Inform User;System;complete;12-01-1970 20:23:00;;;;;
576;Restart Repair;System;complete;12-01-1970 20:26:00;;;;;
576;Repair (Complex);SolverC2;start;12-01-1970 20:26:00;;;;;
576;Repair (Complex);SolverC2;complete;12-01-1970 20:37:00;;;;;
576;Test Repair;Tester5;start;12-01-1970 20:37:00;;;;;
576;Test Repair;Tester5;complete;12-01-1970 20:45:00;;;0;true;
576;Archive Repair;System;complete;12-01-1970 20:54:00;;;0;true;
577;Register;System;complete;13-01-1970 00:34:00;;;;;
577;Analyze Defect;Tester3;start;13-01-1970 00:34:00;;;;;
577;Analyze Defect;Tester3;complete;13-01-1970 00:44:00;8;T2;;;
577;Repair (Complex);SolverC3;start;13-01-1970 01:04:00;;;;;
577;Inform User;System;complete;13-01-1970 01:30:00;;;;;
577;Repair (Complex);SolverC3;complete;13-01-1970 01:46:00;;;;;
577;Test Repair;Tester1;start;13-01-1970 01:46:00;;;;;
577;Test Repair;Tester1;complete;13-01-1970 01:56:00;;;0;true;
577;Archive Repair;System;complete;13-01-1970 02:02:00;;;0;true;
578;Register;System;complete;13-01-1970 06:09:00;;;;;
578;Analyze Defect;Tester5;start;13-01-1970 06:09:00;;;;;
578;Analyze Defect;Tester5;complete;13-01-1970 06:14:00;7;T3;;;
578;Inform User;System;complete;13-01-1970 06:42:00;;;;;
578;Repair (Complex);SolverC2;start;13-01-1970 06:46:00;;;;;
578;Repair (Complex);SolverC2;complete;13-01-1970 07:04:00;;;;;
578;Test Repair;Tester4;start;13-01-1970 07:04:00;;;;;
578;Test Repair;Tester4;complete;13-01-1970 07:13:00;;;0;true;
578;Archive Repair;System;complete;13-01-1970 07:19:00;;;0;true;
579;Register;System;complete;13-01-1970 03:41:00;;;;;
579;Analyze Defect;Tester2;start;13-01-1970 03:41:00;;;;;
579;Analyze Defect;Tester2;complete;13-01-1970 03:46:00;6;T3;;;
579;Repair (Simple);SolverS3;start;13-01-1970 03:48:00;;;;;
579;Repair (Simple);SolverS3;complete;13-01-1970 04:04:00;;;;;
579;Test Repair;Tester6;start;13-01-1970 04:04:00;;;;;
579;Test Repair;Tester6;complete;13-01-1970 04:11:00;;;1;true;
579;Inform User;System;complete;13-01-1970 04:18:00;;;;;
579;Archive Repair;System;complete;13-01-1970 04:18:00;;;1;true;
58;Register;System;complete;02-01-1970 21:59:00;;;;;
58;Analyze Defect;Tester3;start;02-01-1970 21:59:00;;;;;
58;Analyze Defect;Tester3;complete;02-01-1970 22:04:00;6;T1;;;
58;Repair (Complex);SolverC1;start;02-01-1970 22:09:00;;;;;
58;Repair (Complex);SolverC1;complete;02-01-1970 22:21:00;;;;;
58;Test Repair;Tester3;start;02-01-1970 22:21:00;;;;;
58;Test Repair;Tester3;complete;02-01-1970 22:30:00;;;0;true;
58;Inform User;System;complete;02-01-1970 22:35:00;;;;;
58;Archive Repair;System;complete;02-01-1970 22:39:00;;;0;true;
580;Register;System;complete;12-01-1970 19:55:00;;;;;
580;Analyze Defect;Tester2;start;12-01-1970 19:55:00;;;;;
